step,loss
50,0.8642459869384765
100,0.6526237487792969
150,0.5477446365356445
200,0.49286857604980466
250,0.4626753616333008
300,0.4230667495727539
350,0.3971566390991211
400,0.3847052001953125
450,0.36702796936035154
500,0.34621593475341794
550,0.3342822265625
600,0.3160604476928711
650,0.3052282905578613
700,0.30138114929199217
750,0.2909761619567871
800,0.270231819152832
850,0.2746272659301758
900,0.27348014831542966
950,0.25562007904052736
1000,0.2675200080871582
1050,0.24878572463989257
1100,0.2378333854675293
1150,0.2331150245666504
1200,0.23664316177368164
1250,0.2259530830383301
1300,0.1159913444519043
1350,0.11348432540893555
1400,0.11338871955871582
1450,0.10610827445983886
1500,0.10508444786071777
1550,0.10679896354675293
1600,0.10297844886779785
1650,0.10158879280090333
1700,0.09348048210144043
1750,0.08892388343811035
1800,0.08783772468566894
1850,0.08282615661621094
1900,0.08311495780944825
1950,0.07825718402862548
2000,0.07715225219726562
2050,0.07607972145080566
2100,0.07597493171691895
2150,0.0753904390335083
2200,0.0707129430770874
2250,0.07557200908660888
2300,0.06908612251281739
2350,0.06824001312255859
2400,0.06941168308258057
2450,0.06679529666900635
2500,0.07445116996765137
