step,loss
50,1.3358700561523438
100,0.8880062103271484
150,0.6588226318359375
200,0.5413016510009766
250,0.4856072998046875
300,0.4482254409790039
350,0.43161510467529296
400,0.4131418991088867
450,0.37205047607421876
500,0.3647525024414062
550,0.365875244140625
600,0.34586051940917967
650,0.3164724349975586
700,0.30978389739990236
750,0.30983993530273435
800,0.30142948150634763
850,0.29072280883789064
900,0.2862862586975098
950,0.27674911499023436
1000,0.2693344306945801
1050,0.26320955276489255
1100,0.25996822357177735
1150,0.24263874053955078
1200,0.239093017578125
1250,0.22402603149414063
1300,0.12390163421630859
1350,0.12656530380249023
1400,0.11651031494140625
1450,0.11398880004882812
1500,0.10882693290710449
1550,0.10902257919311524
1600,0.10225466728210449
1650,0.1008931827545166
1700,0.09786499977111816
1750,0.09335582733154296
1800,0.08667259216308594
1850,0.0893535041809082
1900,0.08106399536132812
1950,0.07487457275390624
2000,0.08148253440856934
2050,0.07632708549499512
2100,0.07681862831115722
2150,0.06585988044738769
2200,0.08332317352294921
2250,0.06797555446624756
2300,0.06747290134429931
2350,0.07777103424072265
2400,0.06799358367919922
2450,0.06622820377349853
2500,0.06933131694793701
