step,loss
50,0.6332407760620117
100,0.51669921875
150,0.4643057250976563
200,0.4354062271118164
250,0.4224334716796875
300,0.40574050903320313
350,0.4216238784790039
400,0.400535888671875
450,0.40247493743896484
500,0.38919174194335937
550,0.3814972686767578
600,0.3653190231323242
650,0.36917125701904296
700,0.36630611419677733
750,0.36282245635986327
800,0.33114124298095704
850,0.33307247161865233
900,0.3357726287841797
950,0.325693244934082
1000,0.31503303527832033
1050,0.3169271087646484
1100,0.30764270782470704
1150,0.29090194702148436
1200,0.2998454475402832
1250,0.2877432632446289
1300,0.173945369720459
1350,0.16572999954223633
1400,0.16073413848876952
1450,0.16501302719116212
1500,0.16180263519287108
1550,0.165892333984375
1600,0.16051881790161132
1650,0.14262162208557128
1700,0.15659626007080077
1750,0.14384568214416504
1800,0.15131470680236817
1850,0.1291344356536865
1900,0.14142473220825194
1950,0.13605137825012206
2000,0.13986701011657715
2050,0.1293700408935547
2100,0.13443952560424804
2150,0.13749205589294433
2200,0.12654114723205567
2250,0.12672382354736328
2300,0.12286198616027832
2350,0.12575747489929198
2400,0.13706231117248535
2450,0.12344018936157226
2500,0.13240504264831543
