step,loss
50,0.8041085815429687
100,0.6603071594238281
150,0.5695917892456055
200,0.5088002014160157
250,0.46080081939697265
300,0.44446849822998047
350,0.4163496780395508
400,0.3869384002685547
450,0.36200767517089844
500,0.3465769958496094
550,0.32786224365234373
600,0.33391025543212893
650,0.2988680648803711
700,0.29408649444580076
750,0.2975567054748535
800,0.26432830810546876
850,0.2602815818786621
900,0.24550315856933594
950,0.2503999710083008
1000,0.25286504745483396
1050,0.23137874603271485
1100,0.22955673217773437
1150,0.24121984481811523
1200,0.23112098693847657
1250,0.22900768280029296
1300,0.121385498046875
1350,0.11083641052246093
1400,0.12147502899169922
1450,0.10764640808105469
1500,0.10602550506591797
1550,0.10519802093505859
1600,0.10341076850891114
1650,0.09899425506591797
1700,0.098798246383667
1750,0.0930950927734375
1800,0.09028563499450684
1850,0.08944504737854003
1900,0.08740412712097168
1950,0.0898874568939209
2000,0.07958149909973145
2050,0.08418292999267578
2100,0.07695596218109131
2150,0.07872867584228516
2200,0.07857548236846924
2250,0.07379946231842041
2300,0.07499867916107178
2350,0.076478271484375
2400,0.07555830955505372
2450,0.08038357734680175
2500,0.07494163513183594
