step,loss
50,1.374642333984375
100,0.8696623229980469
150,0.6585266876220703
200,0.5642391204833984
250,0.4983439254760742
300,0.44320701599121093
350,0.42146614074707034
400,0.39773345947265626
450,0.3684730529785156
500,0.3681776428222656
550,0.3456341552734375
600,0.3414453125
650,0.31867807388305663
700,0.30249795913696287
750,0.3058193778991699
800,0.3047249221801758
850,0.28868431091308594
900,0.28012346267700194
950,0.27606319427490233
1000,0.2583453559875488
1050,0.2638098907470703
1100,0.2641475296020508
1150,0.2451058578491211
1200,0.2288687515258789
1250,0.23151409149169921
1300,0.1142223072052002
1350,0.12724703788757324
1400,0.11609652519226074
1450,0.1024708366394043
1500,0.10724542617797851
1550,0.10611161231994629
1600,0.09889729499816895
1650,0.09368547439575195
1700,0.09738034248352051
1750,0.08227924346923828
1800,0.08453645706176757
1850,0.08844966888427734
1900,0.08444613456726074
1950,0.08568292617797851
2000,0.07922167778015136
2050,0.07848209381103516
2100,0.08435560226440429
2150,0.06860235691070557
2200,0.07485715866088867
2250,0.07070845127105713
2300,0.07140536785125733
2350,0.06749810218811035
2400,0.07047780513763428
2450,0.0726148796081543
2500,0.07071907997131348
