step,loss
50,1.2211625671386719
100,0.8236455535888672
150,0.6516472625732422
200,0.5416907501220704
250,0.5087446594238281
300,0.46098884582519534
350,0.4390558242797852
400,0.41017391204833986
450,0.3893864440917969
500,0.35261299133300783
550,0.35362686157226564
600,0.3423032379150391
650,0.32440662384033203
700,0.30829395294189454
750,0.29989879608154296
800,0.2882260513305664
850,0.2947810173034668
900,0.27889320373535154
950,0.26088985443115237
1000,0.25929357528686525
1050,0.25786407470703127
1100,0.25069292068481447
1150,0.2527549934387207
1200,0.24435022354125976
1250,0.2320355796813965
1300,0.13034753799438475
1350,0.12059335708618164
1400,0.11108684539794922
1450,0.10476354598999023
1500,0.10912799835205078
1550,0.10648343086242676
1600,0.1056663990020752
1650,0.0915103530883789
1700,0.08983951568603515
1750,0.09082966804504394
1800,0.0894929313659668
1850,0.09044118881225587
1900,0.09327119827270508
1950,0.08475372314453125
2000,0.07923541069030762
2050,0.07788429260253907
2100,0.08074565887451172
2150,0.08080355644226074
2200,0.07720456123352051
2250,0.07936627864837646
2300,0.07360822677612305
2350,0.07274499416351318
2400,0.07516151428222656
2450,0.06870787620544433
2500,0.07496132850646972
