step,loss
50,0.6547311401367187
100,0.552859992980957
150,0.5062769317626953
200,0.4750983428955078
250,0.42633888244628904
300,0.44230052947998044
350,0.4172915267944336
400,0.4163230514526367
450,0.4008327484130859
500,0.3947760009765625
550,0.3733834457397461
600,0.36567508697509765
650,0.3615971374511719
700,0.3524412536621094
750,0.34105602264404294
800,0.30791353225708007
850,0.315377254486084
900,0.3226917266845703
950,0.2961915969848633
1000,0.29475141525268556
1050,0.28693368911743167
1100,0.27743824005126955
1150,0.2709688377380371
1200,0.26301931381225585
1250,0.2573204040527344
1300,0.16127355575561522
1350,0.1475969696044922
1400,0.15110370635986328
1450,0.1405894374847412
1500,0.13904491424560547
1550,0.1357298469543457
1600,0.12713653564453126
1650,0.1335694408416748
1700,0.13032540321350097
1750,0.13589265823364258
1800,0.1330981159210205
1850,0.11855347633361817
1900,0.12742575645446777
1950,0.11268084526062011
2000,0.1208016300201416
2050,0.11821479797363281
2100,0.11068728446960449
2150,0.11344612121582032
2200,0.12300065994262695
2250,0.1161266803741455
2300,0.11654528617858886
2350,0.12827930450439454
2400,0.11408109664916992
2450,0.12423602104187012
2500,0.10844915390014648
