step,loss
50,0.6571453857421875
100,0.5737554168701172
150,0.5367462539672851
200,0.4693461990356445
250,0.43211597442626953
300,0.4300189971923828
350,0.4215543746948242
400,0.4189611434936523
450,0.4194746398925781
500,0.41523960113525393
550,0.4134679412841797
600,0.4020730972290039
650,0.3815517044067383
700,0.38263675689697263
750,0.37138374328613283
800,0.3595124816894531
850,0.36327060699462893
900,0.338377685546875
950,0.33564468383789064
1000,0.32517295837402344
1050,0.33293514251708983
1100,0.33432445526123045
1150,0.30468044281005857
1200,0.31780071258544923
1250,0.30690921783447267
1300,0.21646141052246093
1350,0.2230611801147461
1400,0.21516332626342774
1450,0.2143270492553711
1500,0.22276161193847657
1550,0.21899919509887694
1600,0.21942415237426757
1650,0.2089925765991211
1700,0.22618768692016603
1750,0.21338756561279296
1800,0.21766773223876953
1850,0.22253280639648437
1900,0.19892093658447266
1950,0.21765348434448242
2000,0.2059130859375
2050,0.20129613876342772
2100,0.20071266174316407
2150,0.20483156204223632
2200,0.20028547286987305
2250,0.1974494743347168
2300,0.20298248291015625
2350,0.2078866958618164
2400,0.1995578384399414
2450,0.1928438949584961
2500,0.21728776931762694
2550,0.09430954933166504
2600,0.10402700424194336
2650,0.09716149330139161
2700,0.1008774471282959
2750,0.09687724113464355
2800,0.10224480628967285
2850,0.09607863426208496
2900,0.10536013603210449
2950,0.10988689422607421
3000,0.10918695449829102
3050,0.10213972091674804
3100,0.10559195518493653
3150,0.10149574279785156
3200,0.10278543472290039
3250,0.10370219230651856
3300,0.10116487503051758
3350,0.09896910667419434
3400,0.09557196617126465
3450,0.10314875602722168
3500,0.09613341331481934
3550,0.09583948135375976
3600,0.09470187187194824
3650,0.09506821632385254
3700,0.093017578125
3750,0.08911444664001465
3800,0.03986267566680908
3850,0.046501474380493166
3900,0.046046581268310544
3950,0.046887750625610354
4000,0.04571317672729492
4050,0.04164351940155029
4100,0.046564149856567386
4150,0.04543240547180176
4200,0.04745155334472656
4250,0.039577324390411374
4300,0.04317978858947754
4350,0.03651283979415894
4400,0.034605634212493894
4450,0.04023265361785889
4500,0.042676024436950684
4550,0.033703105449676515
4600,0.03777095317840576
4650,0.035842876434326175
4700,0.034443070888519285
4750,0.03496558666229248
4800,0.0358641505241394
4850,0.036057732105255126
4900,0.03304750680923462
4950,0.03320643424987793
5000,0.03039649248123169
5050,0.012550756931304932
5100,0.011916499137878418
5150,0.011476439237594605
5200,0.012418235540390015
5250,0.013602225780487061
5300,0.00919853150844574
5350,0.012947157621383668
5400,0.009834785461425782
5450,0.011080325841903686
5500,0.009378113746643067
5550,0.012668519020080567
5600,0.010066219568252564
5650,0.009717287421226501
5700,0.008905599713325501
5750,0.010361775159835815
5800,0.008760474324226379
5850,0.009199342131614685
5900,0.0069487404823303225
5950,0.008699352145195008
6000,0.007584716081619263
6050,0.008965006470680237
6100,0.00670365035533905
6150,0.008223450183868409
6200,0.0066117244958877565
6250,0.00618874192237854
6300,0.001690732091665268
6350,0.0013974431157112123
6400,0.0018672975897789002
6450,0.0012945812940597535
6500,0.0017703737318515778
6550,0.0015522363781929017
6600,0.0016222639381885528
6650,0.001253615766763687
6700,0.0012006068974733353
6750,0.0013724836707115174
6800,0.00206230491399765
6850,0.001188802570104599
6900,0.0014758937060832978
6950,0.0012358034402132035
7000,0.0011284717172384262
7050,0.0014742904901504518
7100,0.0016112616658210755
7150,0.0018828050792217255
7200,0.0011011072248220443
7250,0.0010944626480340958
7300,0.0012995636463165284
7350,0.00149215430021286
7400,0.0014152278006076813
7450,0.0012599217891693115
7500,0.0011137828230857849
